#SAMPLE	SMILES	Max_Rank	Max_Probability
SJ000551073-1	CCN(CC)CC(O)COc1ccc(CNC2CCCCC2)cc1OC	746	0.68000
SJ000550660-1	C=CCN1C(=O)N(c2ccccc2)C(=O)C1CC(=O)Nc1ccc(C(=O)OCC)cc1	743	0.67000
SJ000550893-1	CC(=O)Nc1ccc2[nH]c(-c3ccc(-c4nc5cc(NC(C)=O)ccc5[nH]4)cc3)nc2c1	742	0.67000
SJ000550478-1	CN(CC(O)c1ccccc1)C(=O)c1cn(C2CCCCC2)cc(C(=O)NC(C)(C)C)c1=O	742	0.61000
SJ000551029-1	CCNc1cc(N2CCN(C(=O)C(C)C)CC2)ccc1[N+](=O)[O-]	741	0.66000
SJ000338440-2	C=CCn1nnnc1NCc1cc(Br)ccc1OC	740	0.52000
SJ000550658-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccccc3)C(=O)N2CCCOC)cc1	739	0.66000
SJ000550677-1	CC(=O)c1cccc(NC(=O)c2c(I)cnn2C)c1	739	0.58000
SJ000551724-1	COc1ccc(CN2CCCn3c4ccc(C)cc4c4c3C2CCC4)cc1O	738	0.60000
SJ000551000-1	Cc1nn(-c2nc(C)cc(C)n2)c(NC(=O)c2ccccc2)c1C#N	736	0.66000
SJ000550481-1	CCCCNC(=O)c1cn(C2CCCCC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1=O	734	0.65000
SJ000550891-1	Cc1nc2cc(-c3ccc4[nH]c(C)nc4c3)ccc2[nH]1	733	0.66000
SJ000551152-1	O=C1Cc2ccccc2C(c2ccc(Cl)cc2)N1	733	0.38000
SJ000550919-1	Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)Cc1ccccc1	732	0.65000
SJ000551399-1	Cc1cc(N2CCOCC2)nc(-c2ccccc2O)n1	731	0.66000
SJ000550477-1	CNC(=O)c1cn(C2CCCCC2)cc(C(=O)NCC(c2ccccc2)N2CCCCC2)c1=O	731	0.65000
SJ000551736-1	Cc1ccc2c(c1)c1c3n2CCCNC3CCC1	729	0.65000
SJ000550751-1	C=CCN1C(=O)CS/C1=C\c1sc2ccccc2[n+]1CC	728	0.65000
SJ000551636-1	O=c1n(Cc2ccccc2)c2ccc(Cl)cc2n1Cc1ccccc1	728	0.59000
SJ000550421-1	Cc1ccc2nc(-c3cccnc3)cc(C(=O)N3CCC(Cc4ccccc4)CC3)c2c1	725	0.64000
SJ000551733-1	COc1ccc(CN2CCCn3c4ccc(C)cc4c4c3C2CCC4)cc1	725	0.63000
SJ000550781-1	C=CCn1c(=O)/c(=C/C=C2\C=CN(CC)c3ccccc32)s/c1=C\c1sc(-c2ccccc2)c(-c2ccccc2)[n+]1CC	724	0.65000
SJ000551338-1	C=CCn1nnnc1NCc1cc(Cl)c(OC)c(OC)c1	724	0.64000
SJ000551424-1	CN1CCN(c2cc(N)nc(N)n2)CC1	724	0.56000
SJ000550548-1	O=C(NC1C2CC3CC(C2)CC1C3)c1ccc2c(c1)nc1n(c2=O)CCCCC1	723	0.60000
SJ000550422-1	O=C(c1cc(-c2cccnc2)nc2ccc(Cl)cc21)N1CCC(Cc2ccccc2)CC1	722	0.64000
SJ000551313-1	Cn1ncc(I)c1C(=O)Nc1ccc(F)cc1	722	0.41000
SJ000551035-1	C=CCNc1cc(N2CCN(C(=O)C(C)(C)C)CC2)ccc1[N+](=O)[O-]	721	0.64000
SJ000550635-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(F)cc3)C(=O)N2Cc2ccc(F)cc2)cc1	721	0.64000
SJ000551162-1	CCc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(F)cc2)cc1	721	0.40000
SJ000551030-1	CNc1cc(N2CCN(C(=O)c3ccc(C(C)(C)C)cc3)CC2)ccc1[N+](=O)[O-]	720	0.64000
SJ000550503-1	COc1cccc(CN2CCN(C(=O)c3cn(CCC(C)C)cc(C(=O)NC(C)(C)C)c3=O)CC2)c1	719	0.41000
SJ000550971-1	CCCn1nnnc1NCc1cc(Br)c(OCc2ccccc2)c(OC)c1	718	0.64000
SJ000550739-1	COc1ccc(CN2CCN(CC3CC4C=CC3C4)CC2)c(OC)c1OC	718	0.64000
SJ000550991-1	C=CCn1nnnc1NCc1cc(OC)c(OC)cc1OC	718	0.50000
SJ000550966-1	COc1cc(CNn2nnnc2N)cc(Cl)c1OC	717	0.64000
SJ000551111-1	Cn1ccnc1SCC(=O)Nc1ccccc1Cl	717	0.38000
SJ000551708-1	Clc1cccc(C2NCCc3c4ccccc4[nH]c32)c1Cl	716	0.62000
SJ000550552-1	O=C(Nc1ccc2c(c1)CCC2)c1ccc2c(c1)nc1n(c2=O)CCCCC1	715	0.56000
SJ000550497-1	O=C(NCC1CCCCC1)c1cn(C2CC2)cc(C(=O)NC2CCN(Cc3ccccc3)C2)c1=O	714	0.63000
SJ000550903-1	COc1ccc(C(=O)Nc2ccccc2-c2nc3ccccc3[nH]2)cc1	714	0.54000
SJ000551042-1	CCN(CC)CC(O)COc1cc(CNC2CCCC2)ccc1OC	713	0.64000
SJ000550599-1	CC(CN1CCCCC1)NC(=O)c1cc(-c2cccnc2)nc2ccc(Cl)cc21	713	0.63000
SJ000551171-1	Cc1ccccc1C1(c2ccccc2C)CC1C(=O)Nc1cccc([N+](=O)[O-])c1	712	0.47000
SJ000551739-1	Clc1ccc(C2NCCc3c4ccccc4[nH]c32)c(Cl)c1	711	0.64000
SJ000551707-1	CCc1ccc2c(c1)c1c3n2CCNC3CCC1	711	0.63000
SJ000551361-1	CCOC(=O)c1c(C)oc2cc(Br)c(OC(=O)C3CCCCC3)cc21	711	0.39000
SJ000551721-1	COc1cc(CN2CCCn3c4ccc(C)cc4c4c3C2CCC4)cc(OC)c1O	710	0.64000
SJ000551425-1	Cc1cc(NCc2ccccc2)nc(N2CCOCC2)n1	708	0.63000
SJ000550507-1	O=C(NC1CCCCC1)c1cn(C2CC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1=O	708	0.52000
SJ000551145-1	C=CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nc2sc(C)c(C)c2c1=O	707	0.63000
SJ000551738-1	Clc1ccccc1C1NCCc2c3ccccc3[nH]c21	707	0.63000
SJ000551422-1	FC(F)(F)COc1nc(N(c2ccccc2)c2ccccc2)nc(N2CCCCC2)n1	706	0.57000
SJ000551041-1	COc1ccc(CNC2CCCCC2)cc1OCC(O)CN(C)Cc1ccccc1	705	0.63000
SJ000550655-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(OC)cc3)C(=O)N2CCC(C)C)cc1	705	0.62000
SJ000550970-1	CCCCn1nnnc1NCc1ccccc1	705	0.55000
SJ000551058-1	OCCCNCC(O)COc1ccccc1	704	0.63000
SJ000550492-1	CC(C)(C)NC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCC(c3ccccc3)CC2)c1=O	704	0.62000
SJ000550710-1	Clc1cccc(N2CCN(C3CC4CCC3C4)CC2)c1	702	0.43000
SJ000550932-1	Cc1cc(C)nc(-n2ncc(C#N)c2NC(=O)c2ccc(Cl)cc2Cl)n1	701	0.57000
SJ000550417-1	Cc1cccc2c(C(=O)NCCN3CCOCC3)cc(-c3cccnc3)nc12	700	0.62000
SJ000551213-1	CCCCc1ccc(N2C(=O)c3ccccc3NC2c2ccccc2Cl)cc1	699	0.36000
SJ000551002-1	Cc1cc(C)nc(-n2ncc(C#N)c2NC(=O)c2cccc(Cl)c2)n1	697	0.60000
SJ000550935-1	Cc1cc(O)n(-c2nc(-c3ccccc3)cc(-c3ccccc3)n2)n1	696	0.62000
SJ000550687-1	C=CCN1C(=O)N(c2cccc(C)c2)C(=O)C1CC(=O)Nc1ccc(C(=O)OC)cc1	696	0.61000
SJ000551018-1	Cc1cc(O)n(-c2nc(O)cc(-c3ccccc3)n2)n1	695	0.62000
SJ000550437-1	CCCCN1CCN(C(=O)c2cc(-c3cccnc3)nc3ccc(C)cc32)CC1	695	0.61000
SJ000550915-1	COc1ccc(CC(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)cc1	694	0.61000
SJ000550941-1	CCOc1ccc(-c2nonc2NC(=O)COc2ccccc2)cc1	693	0.61000
SJ000550404-1	Cc1c(Cl)ccc2c(C(=O)N3CCC(Cc4ccccc4)CC3)cc(-c3cccnc3)nc12	692	0.61000
SJ000550458-1	O=C(NCC(c1ccccc1)N1CCCCC1)c1cn(C2CC2)cc(C(=O)NC2CCCCC2)c1=O	691	0.61000
SJ000551051-1	CC(C)(C)C(=O)N1CCN(c2ccc([N+](=O)[O-])c(NCc3ccco3)c2)CC1	691	0.61000
SJ000551404-1	CN(c1ccccc1)c1nc(C#N)nc(N2CCOCC2)n1	689	0.61000
SJ000551032-1	CC(C)(C)c1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(NCCc4ccccc4)c3)CC2)cc1	688	0.55000
SJ000551172-1	Cc1ccc(C2(c3ccc(C)cc3)CC2C(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1	687	0.52000
SJ000551112-1	CCn1c(CSCc2ccc(F)cc2)nnc1SCC(=O)Nc1cc(C(F)(F)F)ccc1Cl	685	0.61000
SJ000551405-1	CC(=O)Nc1cccc(Nc2nc(N(c3ccccc3)c3ccccc3)nc(N3CCOCC3)n2)c1	684	0.61000
SJ000550940-1	CCOc1ccc(-c2nonc2NC(=O)c2ccco2)cc1	683	0.61000
SJ000551274-1	Cc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)N(Cc4ccccc4)Cc4ccccc4)cc3N2)cc1	683	0.60000
SJ000551093-1	COc1ccc(NC(=O)CSc2nccn2C)c(OC)c1	683	0.27000
SJ000551364-1	Nc1nc(N(c2ccccc2)c2ccccc2)nc(N2CCCCC2)n1	682	0.61000
SJ000550648-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3cccc(OC)c3)C(=O)N2Cc2ccc(OC)c(OC)c2)cc1	680	0.53000
SJ000551021-1	COC(=O)/C=C1/N=C(Nc2nc(C)cc(C)n2)N(c2cccc(C(F)(F)F)c2)C1=O	679	0.61000
SJ000551159-1	CN(C)c1ccc(N2C(=O)c3ccccc3NC2c2ccc(Cl)cc2)cc1	679	0.45000
SJ000484717-2	CCOC(=O)CCc1c(C)nn(-c2nc(C)cc(C)n2)c1O	678	0.61000
SJ000551003-1	Cc1ccc(C(=O)Nc2c(C#N)cnn2-c2nc(C)cc(C)n2)cc1	678	0.57000
SJ000551096-1	CCc1ccc(NC(=O)CSc2nccn2Cc2ccccc2)cc1	677	0.51000
SJ000551031-1	O=C(Cc1ccccc1)N1CCN(c2ccc([N+](=O)[O-])c(NC3CC3)c2)CC1	675	0.60000
SJ000550502-1	CCN(CC)C(=O)c1cn(C2CCCC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1=O	675	0.59000
SJ000550553-1	O=C(Nc1ccc(F)c(F)c1)c1ccc2c(c1)nc1n(c2=O)CCCCC1	674	0.59000
SJ000550661-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(F)cc3)C(=O)N2Cc2ccc(OC)cc2)cc1	671	0.59000
SJ000551419-1	CC(=O)Nc1cccc(Nc2nc(N(c3ccccc3)c3ccccc3)nc(N3CCCCC3)n2)c1	669	0.60000
SJ000551115-1	Cn1ccnc1SCC(=O)Nc1ccc(Br)cc1Cl	669	0.34000
SJ000550598-1	O=C(c1cc(-c2ccccn2)nc2ccccc21)N1CCN(C(c2ccccc2)c2ccccc2)CC1	668	0.48000
SJ000551206-1	O=C1c2ccccc2NC(c2ccc(O)cc2)N1c1ccc(Cl)cc1	667	0.38000
SJ000550990-1	C=CCn1nnnc1NCc1cccc(OC)c1OCC	666	0.50000
SJ000551010-1	Cc1cc(C)n(-c2nnc(C)c(O)n2)n1	665	0.60000
SJ000550482-1	CC(C)(C)NC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCN(Cc3ccncc3)CC2)c1=O	663	0.58000
SJ000550413-1	O=C(NCCN1CCOCC1)c1cc(-c2cccnc2)nc2ccc(Cl)cc21	662	0.59000
SJ000550554-1	O=C(Nc1cc(F)ccc1F)c1ccc2c(c1)nc1n(c2=O)CCCCC1	662	0.58000
SJ000550436-1	O=C(c1cc(-c2ccccc2)nc2ccc(Cl)cc21)N1CCC(Cc2ccccc2)CC1	661	0.58000
SJ000550602-1	O=C(c1cc(-c2ccncc2)nc2ccc(Cl)cc21)N1CCC(Cc2ccccc2)CC1	660	0.58000
SJ000551121-1	Cn1ccnc1SCC(=O)Nc1ccc(Br)cc1C(F)(F)F	659	0.40000
SJ000551083-1	O=C(O)c1ccc(CNCC(O)c2ccccc2)cc1	658	0.57000
SJ000550429-1	CCc1ccc(-c2cc(C(=O)N3CCN(c4ccccc4)CC3)c3ccccc3n2)cc1	657	0.58000
SJ000551400-1	Nc1nc(N)nc(C(c2ccccc2)c2ccccc2)n1	656	0.59000
SJ000551704-1	Cc1ccc2c(c1)c1c3n2CCCN(Cc2ccccc2F)C3CCC1	656	0.58000
SJ000551150-1	Cc1ccc(C2NC(=O)Cc3ccccc32)cc1	656	0.43000
SJ000551230-1	COc1cc(NC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2ccc(Br)cc2)N3)cc(OC)c1OC	655	0.55000
SJ000550918-1	Cc1cccc(OCC(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)c1	654	0.58000
SJ000553595-1	Cc1ccc(Nc2cc(N3CCN(C(=O)c4ccc(C)cc4)CC3)ncn2)cc1	653	0.58000
SJ000551382-1	CCOC(=O)c1c(C)oc2cc(Br)c(OC(C)=O)c(OC(C)=O)c21	650	0.58000
SJ000551700-1	CCOC(=O)c1c(C)oc2ccc(O)cc21	650	0.51000
SJ000550999-1	CCOC(=O)c1c(C)nn(-c2nc(C)cc(C)n2)c1N	648	0.58000
SJ000551372-1	CN(C)c1nc(N)nc(-c2cccnc2)n1	648	0.58000
SJ000551005-1	Cc1cc(C)nc(-n2ncc(C#N)c2NC(=O)c2ccccc2)n1	648	0.57000
SJ000551022-1	Cc1cc(C)n(-c2nc(Nc3ccccc3C(F)(F)F)nc(-n3nc(C)cc3C)n2)n1	647	0.58000
SJ000550506-1	CCCCNC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCN(C(C)C)CC2)c1=O	646	0.57000
SJ000550759-1	CCC(=C\c1oc2ccc(OC)cc2[n+]1C)/C=C1\Sc2ccccc2N1CCCS(=O)(=O)O	646	0.55000
SJ000551238-1	Cc1cc(C)n2nc(C(=O)N(C)C3CCCN(C4Cc5ccccc5C4)C3)cc2n1	645	0.58000
SJ000551131-1	O=C(Nc1ccc(C(=O)N2CCOCC2)cc1)c1ccc2c(c1)nc1n(c2=O)CCCCC1	644	0.57000
SJ000551147-1	CC(=O)Nc1ccc(NC(=O)CSc2nccn2C)cc1C	644	0.30000
SJ000550551-1	O=C(Nc1ccc2c(c1)OCCO2)c1ccc2c(c1)nc1n(c2=O)CCCCC1	643	0.57000
SJ000550499-1	COC(=O)[C@@H](NC(=O)c1cn(C2CCCCC2)cc(C(=O)NC(C)(C)C)c1=O)c1ccccc1	643	0.57000
SJ000551037-1	CC(C)Cn1cc(C(=O)NCCN2CCC(c3ccccc3)CC2)c(=O)c(C(=O)N2CCCCC2)c1	643	0.56000
SJ000551214-1	Cc1ccc(N2C(=O)c3ccccc3NC2c2ccccc2)cc1Cl	642	0.39000
SJ000550416-1	Cc1cccc2c(C(=O)N3CCN(Cc4ccccc4)CC3)cc(-c3cccnc3)nc12	641	0.57000
SJ000551117-1	CC(C)c1ccc(OCc2nnc(SCC(=O)Nc3cc(C(F)(F)F)ccc3Cl)n2C)cc1	641	0.57000
SJ000551143-1	Cn1c(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc2c1c(=O)n(C)c(=O)n2C	640	0.26000
SJ000550435-1	Cc1cccc2c(C(=O)N3CCN(C/C=C/c4ccccc4)CC3)cc(-c3cccnc3)nc12	638	0.57000
SJ000551373-1	C=CCNc1nc(Cl)nc(N(c2ccccc2)c2ccccc2)n1	637	0.57000
SJ000550965-1	COc1cc(OC)c(OC)cc1CNc1nnnn1C	637	0.45000
SJ000550597-1	Cc1ccc2nc(-c3ccccn3)cc(C(=O)N3CCC(Cc4ccccc4)CC3)c2c1	636	0.51000
SJ000550748-1	CCCCN1C(=O)/C(=C2/Sc3ccccc3N2C)S/C1=N\c1ccc(O)cc1	635	0.57000
SJ000551026-1	Cc1cc(C)nc(-n2ncc(C#N)c2NC(=O)c2ccc(-c3ccccc3)cc2)n1	630	0.56000
SJ000550608-1	CCCN1C(=O)c2ccccc2NC1c1ccc(Cl)cc1	629	0.56000
SJ000550969-1	CCCn1nnnc1NCc1ccc(OCc2ccc(Cl)cc2Cl)cc1	629	0.56000
SJ000551175-1	COc1c(O)ccc(/C=N/NC(=O)C2CC2(c2ccccc2)c2ccccc2)c1[N+](=O)[O-]	629	0.51000
SJ000550641-1	COC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(C)cc3)C(=O)N2CC(C)C)cc1	628	0.56000
SJ000550985-1	COc1cc(CNc2nnnn2C)ccc1OCc1cccc(Cl)c1	628	0.56000
SJ000551151-1	O=C1Cc2ccccc2C(c2ccccc2)N1	628	0.42000
SJ000551416-1	CCNc1nc(N(C#N)CC)nc(N2CCOCC2)n1	627	0.56000
SJ000553617-1	COc1ccc(N2CCN(C(=O)c3ccc(Cn4cncn4)cc3)CC2)cc1	627	0.37000
SJ000551270-1	O=C(c1nn2c(c1Cl)NC(c1ccc(Cl)cc1)CC2C(F)(F)F)N1CCN(c2ccccc2)CC1	626	0.56000
SJ000550967-1	COc1cc(CNc2nnnn2C)ccc1OCc1c(Cl)cccc1Cl	626	0.52000
SJ000550908-1	COc1cc(OC)cc(C(=O)Nc2ccc(-c3nc4cc(C)ccc4[nH]3)cc2)c1	623	0.56000
SJ000551025-1	Cc1cccc(C(=O)Nc2c(C#N)cnn2-c2nc(C)cc(C)n2)c1	623	0.55000
SJ000550968-1	COc1cc(CNc2nnnn2C)ccc1OCc1ccc(F)cc1Cl	623	0.55000
SJ000550979-1	CCCn1nnnc1NCc1ccc(OCc2cccs2)c(OC)c1	622	0.56000
SJ000551118-1	CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nnc1-c1ccccc1Cl	622	0.55000
SJ000551366-1	COc1nc(N(C)C)nc(N(C)C)n1	622	0.52000
SJ000551283-1	O=C(Nc1ccncc1)C1CC1c1ccccc1	621	0.36000
SJ000550984-1	COc1cc(CNc2nnnn2C)cc(Cl)c1OCc1ccc(C)cc1	620	0.55000
SJ000550420-1	Cc1ccc2nc(-c3cccnc3)cc(C(=O)N3CCN(C(c4ccccc4)c4ccccc4)CC3)c2c1	620	0.53000
SJ000337426-2	CCCn1nnnc1NCc1ccc(Cl)cc1Cl	617	0.55000
SJ000550476-1	CC(C)(C)NC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCN(Cc3cccc(F)c3)CC2)c1=O	616	0.55000
SJ000550757-1	CCC(=C\c1sc2ccc3ccccc3c2[n+]1CCCS(=O)(=O)O)/C=C1\Sc2ccc(OC)cc2N1CC	615	0.55000
SJ000550823-1	N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)o2)cc1	615	0.48000
SJ000338511-2	COc1ccc(CNc2nnnn2C)c(OC)c1	614	0.43000
SJ000550708-1	Clc1ccc(CN2CCN(C3CC4CCC3C4)CC2)cc1	611	0.31000
SJ000551020-1	Cc1nn(-c2nc(C)cc(C)n2)c(NC(=O)CCc2ccccc2)c1C#N	610	0.55000
SJ000551024-1	Cc1cc(C)nc(-n2ncc(C#N)c2NC(=O)c2ccc(F)cc2)n1	610	0.54000
SJ000550549-1	O=C(Nc1ccc(C(F)(F)F)cc1)c1ccc2c(c1)nc1n(c2=O)CCCCC1	607	0.54000
SJ000551396-1	Cc1cc(N2CCOCC2)nc(-c2ccc(Br)cc2)n1	607	0.54000
SJ000551260-1	CC1(C)CC1C(=O)Nc1ccc([N+](=O)[O-])cc1Br	607	0.34000
SJ000550580-1	Cc1cccc(-c2cc(C(=O)N3CCC(Cc4ccccc4)CC3)c3ccccc3n2)c1	606	0.54000
SJ000551392-1	OCCNc1cc(N2CCOCC2)nc(-c2ccc(Br)cc2)n1	606	0.54000
SJ000550431-1	O=C(c1cc(-c2ccc(Br)cc2)nc2ccccc21)N1CCC(Cc2ccccc2)CC1	605	0.54000
SJ000551049-1	CC(C)(C)C(=O)N1CCN(c2ccc([N+](=O)[O-])c(N3CCOCC3)c2)CC1	604	0.54000
SJ000550663-1	CCOC(=O)c1cccc(NC(=O)CC2C(=O)N(c3ccc(F)cc3)C(=O)N2Cc2ccccn2)c1	604	0.54000
SJ000550730-1	Fc1ccccc1CN1CCN(CC2CC3C=CC2C3)CC1	604	0.35000
SJ000550647-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3cccc(OC)c3)C(=O)N2CCOC)cc1	603	0.54000
SJ000551053-1	CC(Nc1cc(N2CCN(C(=O)c3ccccc3)CC2)ccc1[N+](=O)[O-])c1ccccc1	602	0.53000
SJ000550591-1	Cc1c(Cl)ccc2c(C(=O)NCCN3CCOCC3)cc(-c3ccncc3)nc12	601	0.53000
SJ000550555-1	O=C(NCCCN1CCOCC1)c1ccc2c(c1)nc1n(c2=O)CCCCC1	601	0.52000
SJ000550631-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(OC)cc3)C(=O)N2Cc2ccc(OC)cc2)cc1	600	0.54000
SJ000550713-1	Fc1ccc(N2CCN(C3CC4CCC3C4)CC2)cc1	600	0.39000
SJ000551225-1	O=C(Nc1cnn(Cc2ccc(Cl)cc2Cl)c1)c1cc2n(n1)C(C(F)(F)F)CC(c1ccccc1)N2	599	0.53000
SJ000550882-1	O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1cccc(-c2nc3ccccc3[nH]2)c1	598	0.53000
SJ000550459-1	O=C(NCC1CCCCC1)c1cn(C2CC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1=O	598	0.50000
SJ000550741-1	Clc1cccc(CN2CCN(CC3CC4C=CC3C4)CC2)c1	597	0.34000
SJ000551414-1	N#CNc1nc(N2CCOCC2)nc(N2CCOCC2)n1	596	0.53000
SJ000551380-1	CCOC(=O)c1c(C)oc2ccc(OC(C)=O)cc21	596	0.39000
SJ000550972-1	CCOc1cc(CNc2nnnn2C)cc(Br)c1OCc1ccccc1Cl	595	0.53000
SJ000550836-1	COc1ccccc1/C=C/c1nc2ccc(OC(C)=O)cc2c(=O)o1	594	0.54000
SJ000550719-1	Fc1ccccc1N1CCN(CC2CC3C=CC2C3)CC1	593	0.41000
SJ000550518-1	Cc1nc(N)nc(N(C)C)n1	592	0.53000
SJ000551120-1	CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nnc1-c1ccc(C)cc1	589	0.52000
SJ000550721-1	Fc1ccc(N2CCN(CC3CC4C=CC3C4)CC2)cc1	589	0.38000
SJ000550485-1	CN(C)CC(C)(C)CNC(=O)c1cn(C2CC2)cc(C(=O)NC2CCCCC2)c1=O	588	0.53000
SJ000551102-1	Cc1ccc(-n2c(SCC(=O)Nc3cc(C(F)(F)F)ccc3Cl)nnc2-c2ccncc2)cc1C	588	0.52000
SJ000551101-1	Cn1ccnc1SCC(=O)Nc1ccc(C(F)(F)F)cc1	588	0.42000
SJ000551272-1	Cc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)N(C)Cc4ccc(-n5cccn5)cc4)cc3N2)cc1	587	0.53000
SJ000551208-1	O=C1c2ccccc2NC(c2ccc(Cl)c(Cl)c2)N1Cc1ccccc1	587	0.52000
SJ000553618-1	O=C(c1ccc(Cn2cncn2)cc1)N1CCN(c2ccccc2F)CC1	586	0.37000
SJ000550973-1	COc1cc(CNn2nnnc2N)ccc1OCc1c(Cl)cccc1Cl	583	0.52000
SJ000551751-1	CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)CSc1nnc2ccc3ccccc3n21	583	0.28000
SJ000550460-1	CC(C)(C)NC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCN(c3ccccc3F)CC2)c1=O	582	0.53000
SJ000551410-1	CCN(C#N)c1nc(N(CC)CC)nc(N2CCOCC2)n1	582	0.52000
SJ000551215-1	O=C1c2ccccc2NC(c2ccc(Cl)cc2)N1c1ccc(Cl)cc1	582	0.41000
SJ000550578-1	COc1ccc(-c2cc(C(=O)NCCN3CCOCC3)c3ccccc3n2)c(OC)c1	581	0.44000
SJ000550744-1	Cc1nc2cc(/N=C3\S/C(=C4\Sc5ccccc5N4C)C(=O)N3Cc3ccccc3)ccc2s1	580	0.52000
SJ000550717-1	Cc1cccc(N2CCN(CC3CC4C=CC3C4)CC2)c1C	580	0.47000
SJ000551352-1	Cc1cc([N+](=O)[O-])nn1Cc1nc(N)nc(N(C)C)n1	579	0.52000
SJ000182713-2	Cc1ccc(Cl)cc1NC(=O)C1CC1c1ccccc1	579	0.29000
SJ000553605-1	CCc1ccc(C(=O)N2CCCC(c3cccc(C(=O)N4CCN(c5ccccc5F)CC4)c3)C2)cc1	577	0.40000
SJ000550480-1	COc1ccc(CCNC(=O)c2cn(C3CCCCC3)cc(C(=O)NC(C)(C)C)c2=O)cc1	576	0.52000
SJ000550457-1	CC(C)CCn1cc(C(=O)NC(C)(C)C)c(=O)c(C(=O)N2CCN(Cc3ccncc3)CC2)c1	576	0.43000
SJ000327716-2	CN(C)c1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	575	0.51000
SJ000553567-1	Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3C(F)(F)F)CC2)cc1	575	0.30000
SJ000550454-1	CCNC(=O)c1cn(Cc2ccccc2)cc(C(=O)NC2CCN(Cc3ccccc3)C2)c1=O	574	0.52000
SJ000550424-1	CCN1CCN(C(=O)c2cc(-c3cccnc3)nc3ccc(Br)cc32)CC1	573	0.52000
SJ000550982-1	CCCn1nnnc1NC(=O)c1cc(Br)ccc1OC	573	0.38000
SJ000550707-1	Brc1ccc(CN2CCN(CC3CC4C=CC3C4)CC2)cc1	572	0.36000
SJ000551055-1	Cc1cccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(NC(C)c4ccccc4)c3)CC2)c1	571	0.51000
SJ000551144-1	Cn1c(=O)c2c(nc1SCC(=O)Nc1cc(C(F)(F)F)ccc1Cl)sc1c2CCCC1	570	0.51000
SJ000551339-1	CCCCn1nnnc1NCc1ccc(N2CCCC2)cc1	568	0.51000
SJ000553607-1	CC(=O)c1ccc(C(=O)N2CCN(c3nc4cc(C)cc(C)c4s3)CC2)cc1	568	0.45000
SJ000551139-1	CC1CCc2c(-c3nnc(SCC(=O)Nc4cc(C(F)(F)F)ccc4Cl)n3C)csc2C1	567	0.51000
SJ000550756-1	CCN1c2ccccc2S/C1=C\C(=C\c1sc2ccccc2[n+]1CCCS(=O)(=O)O)OC	566	0.52000
SJ000550726-1	c1ccc2c(c1)cccc2CN1CCN(C2CC3CCC2C3)CC1	566	0.35000
SJ000551386-1	COc1c(Br)cc2oc(C)c(C(=O)OCCN(C)C)c2c1Br	565	0.51000
SJ000551160-1	CCc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(OC)cc2)cc1	562	0.42000
SJ000551076-1	O=C(Nc1ccccc1)c1ccccc1OCC(O)CN(Cc1ccccc1)Cc1ccccc1	560	0.50000
SJ000551224-1	O=C(Nc1cnn(Cc2ccc(F)cc2)c1)c1cc2n(n1)C(C(F)(F)F)CC(c1ccccc1)N2	554	0.51000
