#Identifier	SMILES	Max_Rank	Max_Probability
6779369	CCOC(=O)CN1C=C(c2ccc3c(n2)cccc3)C(c2c1cccc2)C[N+](=O)[O-]	4543597	0.98010
45808818	COCCCN1COc2c(C1)c1O/C(=C\c3cc(OC)c(c(c3)OC)OC)/C(=O)c1cc2	4543594	0.98006
3427602	Brc1ccc(cc1)C1(O)Oc2ccccc2OC1C	4543592	0.98004
4784879	CCOC(=O)C(=c1ccc2=NC34N(c2c1)C1=C(CCCC1)CC4CCCC3)C(=O)OCC	4543591	0.98001
24423681	Fc1ccc(cc1)C(=O)CSc1nc2ccccc2c(=O)n1Nc1ccnc2c1ccc(c2)Cl	4543578	0.97984
17194769	N#Cc1ccc(cc1)Oc1nc2n(c1[N+](=O)[O-])cccc2	4543576	0.97979
25868046	COc1ccc(cc1)/C=C/c1cc(cc([n+]1C)c1ccccc1)c1ccccc1	4543566	0.97955
27368641	Cc1cc(Nc2ccc(cc2)Nc2ccccc2)n2c(n1)ncn2	4543565	0.96000
32797967	O=C(Nc1ccc(cc1)F)Nc1ccc(cc1)Nc1cc(NC2CCCCC2)nc(n1)C	4543558	0.97949
45682492	Cl/C(=C/c1cccc2n1ccn2)/c1nc2c(s1)cccc2	4543541	0.97914
6744700	N#CC1=C(N)OC(=C(C1c1ccc(cc1)Br)n1cncn1)c1ccccc1	4543537	0.97903
4647341	C1CCCN(CC1)c1ccc(cc1)Nc1ccnc2c1cc1ccccc1c2	4543529	0.99000
1032812	CSc1nn(cc1c1scc(n1)c1ccccc1)c1ccccc1	4543524	0.97875
43206374	O=C(N1CCOC(C1)c1ccc(c(c1)Cl)Cl)CCc1onc(c1)O	4543514	0.97859
44219143	CC(Oc1cc(c(cc1Cl)Cl)N1CON(C1=O)C)C	4543509	0.97847
24372095	COc1cccc(c1)c1nn(c2c1cc(s2)C(=O)NCCCN1CCCC1)C	4543508	0.98500
30060476	[O-][N+](=O)c1cnc(nc1NC1CC1)Nc1cccc(c1)Cn1cncn1	4543504	0.97830
48217061	COc1ccc(cc1)C(CNC(c1cccs1)C1CC1)O	4543503	0.97828
2859063	Clc1nc(nc2c1c(cs2)c1ccccc1)c1cccnc1	4543496	0.97816
25923118	Oc1cccc(c1)/C=C/c1ccc2c(n1)c(O)ccc2	4543491	0.98000
31953636	C=CCN(CC(c1ccccc1Cl)O)Cc1ccc(s1)Cl	4543490	0.97811
46153000	Cc1c(cccc1C)NC(=O)c1cc(cn1CC1CC1)c1cnc(nc1)c1cccnc1	4543489	0.97809
2337631	Cc1c(C)cccc1OP(=O)(Oc1cccc(c1C)C)NCc1ccccc1	4543479	0.97790
16162217	Fc1ccc(cc1)c1cn2c(n1)sc1c2ccc(c1)C(=O)NCCCN1C(C)CCCC1C	4543473	0.98000
6773655	CCOc1ccc2c(c1)C(=NNC(=N)N)c1c2ccc(c1)OCC	4543469	0.97776
8636853	Cc1ccn2c(c1)nc(c2Nc1ccccc1)c1ccccn1	4543462	0.98000
5571455	Brc1ccc(cc1)c1c(sc2n(n1C(=O)C)cnn2)C(=O)C	4543461	0.98000
5806874	CSc1cc(nn1S(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1ccc(cc1)F	4543460	0.97759
1280749	COc1ccc(c(c1)OC)C1=Cc2cc(OC)c(cc2C(O1)C(Cl)(Cl)Cl)OC	4543459	0.97757
5463724	COc1ccc(cc1NC(=O)CSc1snc(n1)c1ccccc1Cl)Cl	4543458	0.98000
45582274	O=c1cc(Cn2/c(=C/C(=O)C(C)(C)C)/s/c(=C\c3cccs3)/c2=O)c2c(o1)cc1c(c2)CCC1	4543458	0.97755
48348124	Cn1ccnc1SCCc1ncc(o1)c1ccccc1	4543441	0.97728
2194278	COc1cc(CCNC(=S)Nc2ccccc2Cl)ccc1OC	4543440	0.98000
2341967	N#CC(=c1c2cccc3c2c(n1C)ccc3Cl)C#N	4543440	0.97728
26362128	c1ccc(cc1)c1csc2c1c(N/N=C/c1cccc3c1nccc3)ncn2	4543435	0.97721
1734665	N#CC1=C(N)Oc2c(C1c1cc(OC)c(cc1Br)OC)ccc(c2)O	4543430	0.98000
1032808	CSc1nn(cc1c1scc(n1)c1ccc(cc1)Cl)c1ccccc1	4543427	0.97708
45570830	CCn1c2ccccc2c2c1ccc(c2)/C=N/Nc1nc(nc2c1cccc2)C(Cl)(Cl)Cl	4543426	0.97707
26691170	CCn1/c(=c\2/sc3n(c2=O)c2c(n3)cccc2)/ccc2c1ccc(c2)C	4543425	0.97704
542615	Cc1ccc(cc1)Nc1nc(C)cc(n1)C	4543425	0.96000
692298	N#Cc1c(N)n(c2c1nc1ccccc1n2)c1ccc(cc1)OC	4543417	0.98000
692182	N#Cc1c2nc3ccccc3nc2n(c1N)c1cccc(c1)C	4543416	0.98000
655190	CC(Oc1ccc(c(c1)O)c1n[nH]c(c1Oc1ccccc1)C)C	4543415	0.98000
46416620	CCN1C(=S)N(/C(=C/N(c2ccccc2)C(=O)C)/C1=O)c1ccccc1	4543412	0.97687
25947809	CCN1C(=S)N(/C(=C\N(c2ccccc2)C(=O)C)/C1=O)c1ccccc1	4543411	0.97687
22744277	CCCCc1ccc(cc1)Nc1cc(C)nc(n1)n1nc(cc1C)C	4543411	0.95000
32224291	COc1cc2nc(NCC3CC(=O)N(C3)C3CCCC3)cc(c2cc1OC)C	4543404	0.97667
4154872	COc1ccccc1c1n(Cc2cccc(c2)C(F)(F)F)nc(c1Cl)c1ccccc1OC	4543395	0.97654
5463738	COc1ccc(c(c1)NC(=O)CSc1snc(n1)c1ccccc1Cl)OC	4543394	0.97000
5462592	Cc1ccc(cc1)S(=O)(=O)NCC(c1cccnc1)N1CCN(CC1)c1ccccc1F	4543393	0.95000
17429276	COc1cc2c(NCCCN3CCN(CC3)c3ccccc3F)nc(=S)[nH]c2cc1OC	4543384	0.97635
29922534	c1ccc(cn1)C1SC=c2n1n1cnnc1s2	4543378	0.97621
692060	CCCCn1c2nc3ccccc3nc2c(c1N)C#N	4543367	0.95000
6805741	O=C1OC(C(=C)N1CCc1ccccc1)(C)Cc1ccccc1	4543341	0.97554
45952806	CCOn1nc(OCc2ccccc2)oc2c1n(cn2)c1ccccc1	4543336	0.97549
43194652	c1ccc(c(c1)Cn1ccnc1c1ccc2c(c1)non2)n1cccn1	4543325	0.97528
5802843	C=CC1CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)OC(=O)C	4543323	0.97525
16009995	CCCCNC(=O)c1cc2c(s1)n(nc2c1ccc(c(c1)OC)OC)C	4543318	0.98000
32049809	CCc1cccc2c1[nH]cc2c1csc(n1)c1cnccn1	4543300	0.97479
3385384	Cc1ccc(cc1)n1nc(c(c1Cl)c1nc(c([nH]1)c1ccccc1)c1ccccc1)C	4543298	0.97468
36635335	CN1CCN(CC1)C1=c2ccccc2=Nc2c(N1)cc(Cl)cc2	4543287	0.97449
16010011	CCCN1CCN(CC1)C(=O)c1cc2c(s1)n(nc2c1ccc(c(c1)OC)OC)C	4543275	0.98000
35772836	COCCn1ccc2c1ccc(c2)Nc1n(C)cnc1[N+](=O)[O-]	4543273	0.97432
11924828	FC(S(=NS(=O)(=O)C(F)(F)F)(=O)c1ccc(cc1)N1CCCC1)(F)F	4543266	0.97410
15282099	NC(=O)c1cc(ccc1O)C1=NN=C(SC1)NC(C)(C)C	4543264	0.97407
16009771	CCCCNC(=O)c1cc2c(s1)n(nc2c1cccc(c1)OC)C	4543261	0.98000
32788584	Fc1cccc(c1)Cn1cnc2c(c1=O)cnn2C(C)(C)C	4543255	0.95000
13191507	N#Cc1nc2c(n1C(C(=O)c1ccc3c(c1)CCC3)C)cccc2	4543254	0.97381
11070244	O=C(c1ccc2c(c1)sc1n2cc(n1)c1ccccc1)NCCCN1CCCCC1	4543246	0.98000
4393133	O=C1c2ccc(c3c2c(C=C1C(C)(C)C)c(o3)c1ccccc1)C(C)(C)C	4543245	0.97370
48316185	[O-][N+](=O)c1cc(NCC2Cc3c2cccc3)cc(c1)S(=O)(=O)N	4543234	0.97343
24863044	Cc1nc([nH]c(=O)c1F)c1ccccc1CN1CCCCC1CCc1ccccn1	4543208	0.97301
32999357	CCn1ccn2c(c1=O)c(C)nc2c1ccccc1	4543200	0.97290
43562986	O=C(N(Cc1cccc(c1)n1cccn1)C)CCc1onc(c1)O	4543192	0.97277
6781647	BrC1C2C3N2C(C1C3)(C(F)(F)F)C(F)(F)F	4543173	0.97254
16161825	CCc1ccc(cc1)c1cn2c(n1)sc1c2ccc(c1)C(=O)NCCN1CCCC1	4543168	0.98000
30354758	CCCN1C(c2ccc(cc2)OC)C2=C(O)CC(CC2=Nc2c1cccc2)c1ccccc1	4543166	0.97234
24365755	CC1CCN(CC1)CCCNC(=S)Nc1ccc2c(c1)c(C)cc(n2)N1CCCC1	4543162	0.98000
1161518	ClC(C(Nc1ccccc1)Nc1ccccc1)(Cl)Cl	4543138	0.97180
3612479	CSC1=C([N+](=O)[O-])C(NC(=O)N1C)c1cccc(c1)Br	4543131	0.97154
48353568	CCn1c(=C/C=C/c2n(CC)c3c([n+]2CC)cc(c(c3)Cl)Cl)n(c2c1cc(Cl)c(c2)Cl)CC.[I-]	4543116	0.97139
32797977	O=C(Nc1cc(F)cc(c1)F)Nc1ccc(cc1)Nc1cc(NC2CCCCC2)nc(n1)C	4543108	0.97118
3416232	FC(c1ccc2c(c1)[n+](Cc1ccccc1)c1n2CCCCC1)(F)F	4543102	0.97099
9870070	CSC1=NN=C(Cc2c1cccc2)c1ccc(cc1)OC	4543098	0.97094
32100327	NC1=c2c(CN1Cc1ccco1)cc(=O)n1c2=NC2C1C=CC=C2	4543097	0.97084
27019257	C[n+]1ccc(c2c1cccc2)/C=C\c1ccco1	4543081	0.97060
33400621	[O-][N+](=O)c1ccc(cc1)SC1CSc2n(C1c1ccccc1)nc(c(=O)n2)C	4543080	0.97060
46630629	COc1cccc2c1OCC(C2)Cc1cc(NC2CC2)nc(n1)N	4543072	0.97056
6887088	Clc1ccc(cc1)C(c1cc(Cl)c2c(c1O)nccc2)c1cc(Cl)c2c(c1O)nccc2	4543068	0.95000
44210435	COc1noc(c1)CCC(=O)Nc1cccc2c1ccn2CC(C)C	4543066	0.97045
36692906	c1ccc(cn1)Oc1ccccc1CN1CCCC(C1)Cn1cncn1	4543064	0.97041
30362242	N#Cc1ccc(cc1)C1C2=C(O)CC(CC2=Nc2c(N1C(=O)C)cccc2)c1ccc(cc1)F	4543059	0.97024
4375627	C[n+]1c(CCCCc2n(C)c3c([n+]2C)cccc3)n(c2c1cccc2)C	4543054	0.95000
27016805	O/N=C(/c1oc2c(c1CC)c1oc(=O)cc(c1cc2)C)\c1ccc(cc1)C	4543052	0.97012
32076243	OC(c1c(F)cccc1F)Cn1ccnc1c1cccc(c1)[N+](=O)[O-]	4543051	0.97003
45676104	Fc1cncc(c1)C(NCCc1cccc2c1nccc2)C	4543049	0.96997
2573179	c1ccc(cc1)c1nnc([nH]1)Sc1ncnc2c1cnn2c1ccccc1	4543040	0.96979
5462572	Fc1ccc(cc1)N1CCN(CC1)C(c1cccnc1)CNS(=O)(=O)c1ccc(cc1)Cl	4543037	0.94000
16036112	Oc1ccc2c(c1)nc(cc2C)Nc1ccc(c(c1)C)C	4543031	0.98000
1875580	Cc1ccc(c(c1)Nc1nc(nc2c1cccc2)c1ccccc1)O	4543030	0.94000
1357270	COc1nc(NC(=N)N)nc2c1cccc2C	4543025	0.94000
1198011	Cc1cccc(c1)NC(=O)c1cc2ccccc2cc1O	4543024	0.94000
1077719	CCCC1COC(O1)(Cn1nc[n+](c1)C)c1ccc(cc1Cl)Cl	4543023	0.96936
5462590	Fc1ccccc1N1CCN(CC1)C(c1cccnc1)CNS(=O)(=O)c1ccccc1	4543016	0.97000
15990979	Cc1ccc(cc1)C(=O)Nc1noc(c1c1ccccc1Cl)c1ccc(cc1)C	4543016	0.96927
14274417	O=c1n(ccc2c1cnc1n2ncn1)Nc1ccccc1	4543009	0.96918
32154692	Clc1cnn(c1)C(Cc1scc(n1)c1oc2c(c1C)cccc2)C	4543005	0.96912
46464440	[O-][N+](=O)c1ncn(n1)Cn1cnc(n1)[N+](=O)[O-]	4543002	0.96904
6457918	COc1ccccc1N1CCN(CC1)Cc1cc(Cl)c(c2c1cccn2)O	4542999	0.94000
2393929	Cc1ccc2c(c1)nc(o2)c1ccc(c(c1)NC(=O)C(Cl)(Cl)Cl)C	4542998	0.94000
27331415	COCc1n[nH]c(c1c1ccccc1)n1ccc2c(c1=O)cnc1n2ncn1	4542993	0.96880
4516345	N=c1n(CCCn2cncc2)cnc2c1c(c1ccccc1)c(n2Cc1ccccc1)c1ccccc1	4542977	0.96849
4118247	COc1ccccc1c1n(Cc2cc(C)ccc2C)nc(c1Cl)c1ccccc1OC	4542976	0.96848
1468001	COc1ccc(cc1)C1(C)NN=c2n1c1ccccc1s2	4542961	0.96803
11783604	O=c1n(Cc2ccc(cc2)Cn2nc3n(c2=O)CCCCC3)nc2n1CCCCC2	4542958	0.96787
32261328	Clc1cc(NC2CC(C)(C)NC(C2)(C)C)nc(n1)N	4542957	0.96787
8196058	Cc1ccc(cc1)CN1COc2c(C1)cc(cc2)C(C)(C)C	4542957	0.96000
43012377	COc1ccccc1N1C(=Nc2c(S1(=O)=O)cccc2)O	4542953	0.96778
1256481	CCCC1COC(O1)(Cn1nc[n+](c1)CC)c1ccc(cc1Cl)Cl	4542948	0.96769
30352120	COc1ccc(cc1OC)C1CC(=C2C(=Nc3ccccc3N(C2c2ccc(cc2)F)C(=O)C(C)C)C1)O	4542941	0.96756
4176599	Clc1ccccc1Cn1n(c2ccccc2)c(=O)c2c1cc(=O)n(c2C)CCC1C=Nc2c1cccc2	4542940	0.96754
3016564	COc1ccc(cc1)c1nn(cc1C1CC(=NN1C(=O)c1ccc(o1)Br)c1ccc(cc1)C)c1ccccc1	4542929	0.96735
24348123	CCN(c1cc(C)c2c(n1)ccc(c2)NC(=O)c1ccc(c(c1)[N+](=O)[O-])OC)CC	4542926	0.94000
26363099	c1ccc(cc1)c1csc2c1c(N/N=C/c1cccc3c1nccn3)ncn2	4542924	0.96730
46117472	O=C(c1cc(cn1CC1CC1)c1cnc(nc1)c1cccnc1)Nc1ccc(c(c1)F)C	4542922	0.96725
24031757	O=C(NC(c1nccn1C)c1ccc(cc1)Cl)CCc1ncc(o1)c1ccccc1	4542914	0.96696
3712431	[O-][N+](=O)c1ccc(cn1)Oc1cccc2c1OC(C2)(C)C	4542912	0.96692
25472483	COc1cccc2c1Oc1ccccc1N=C2N1CCN(C(C1)C)C(=O)Nc1cccc(c1)C(F)(F)F	4542902	0.96676
5840017	COc1cc2c(cc1OC)CCN1C2N(N=C1c1ccccc1)c1ccccc1	4542896	0.96654
1207564	O=C(c1ccco1)NC(C(Cl)(Cl)Cl)Nc1cccc(c1Cl)Cl	4542893	0.96640
4138601	c1ccc(cc1)n1ncc2c1ncn1c2nc(n1)CC12CC3CC(C1)CC(C2)(C3)n1nncn1	4542892	0.96638
32425405	CCOCC1(CCC1)Cn1cnc(c1c1ncc[nH]1)c1ccccc1	4542891	0.96631
7853260	CCC1=Nc2ccccc2N=C(C1c1ccccc1)NC(=O)c1cccs1	4542882	0.96615
25948027	[O-][N+](=O)c1ccc(cc1)N1CN=c2n(C1)c(=O)/c(=C/C=C/c1ccccc1)/s2	4542880	0.96614
25993616	COc1ccc(nn1)c1cccc(c1)c1ccn(n1)C[C@@H](c1ccccc1)O	4542873	0.96603
37098357	CCOc1ccc2c(c1C(=O)NCC(C(F)(F)F)(c1ccccc1)O)cccc2	4542871	0.96593
6294644	COc1ccc(cc1)C1CC(=C2C(=Nc3ccccc3N(C2c2cc(OC)c(c(c2)OC)OC)C(=O)C2CC2)C1)O	4542870	0.96591
1099855	Cc1cc(Nc2ccccc2)n2c(n1)ncn2	4542867	0.94000
25473979	COc1cccc2c1Oc1ccccc1N=C2N1CCCN(CC1)C(=O)Nc1cccc(c1)C(F)(F)F	4542856	0.96554
9990235	CC1CCc2c3N1c1ccc(cc1Oc3ccc2)[N+](=O)[O-]	4542852	0.96547
32787263	Cc1nc(Nc2ccccc2)nc2c1nc(n2c1ccccc1)C	4542847	0.96537
32102433	OC(c1ccccc1F)Cn1ccnc1c1cccc(c1)[N+](=O)[O-]	4542845	0.96532
43567750	CC(=O)N1CCc2c(C1)nc(nc2N[C@@H]1C[C@H]1c1ccccc1)c1ccccn1	4542831	0.96500
32524689	Cc1ccc(cc1)C1N(Cc2ccco2)C(=O)C(=C1S(=O)(=O)c1ccc(cc1)C)O	4542820	0.96489
3568513	Fc1ccc(cc1)c1nnn(n1)CC(=O)c1ccc2c(c1)CCCC2	4542816	0.96483
32049761	Clc1ccc2c(c1)cc(o2)c1csc(n1)c1cnccn1	4542812	0.96479
27075033	Clc1ccc(c(c1)n1cc2c(c1c1ccccc1)c(=O)n(n2C)c1ccccc1)O	4542811	0.96477
31201317	C=CCNc1nc(NCc2cccnc2)nc2c1cccc2	4542809	0.96476
16009823	COc1cccc(c1)c1nn(c2c1cc(s2)C(=O)NCCCN1CCC(CC1)C)C	4542804	0.97500
4370518	CC(=O)C1=C(C[n+]2ccccc2)C(OC1=O)(C)C	4542798	0.96436
5816755	ClC(C(=O)Nc1cc(ccc1Oc1cc(C)c(c(c1)C)Cl)C(F)(F)F)Cl	4542793	0.96430
2745159	c1coc(c1)C=C1c2ccccc2c2c1cccc2	4542792	0.96428
6778631	[O-][N+](=O)CC1C(=CN(c2c1cccc2)CC(=O)c1ccccc1)c1ccc2c(n1)cccc2	4542790	0.96422
26384888	Cc1ccc2c(c1)c(/C=C/c1cccc([n+]1C)C)c([nH]2)C	4542779	0.96405
22995879	Clc1ccccc1c1c(c2ccc(cc2)[N+](=O)[O-])c(=O)[nH]c2c1cc1OCCOc1c2	4542776	0.96390
5785087	Cc1nc(nc(c1Cc1c(Cl)cccc1Cl)O)c1ccccn1	4542775	0.96389
30395241	Oc1nnc(c2c1nn(c2C)c1cccc(c1)C(F)(F)F)C	4542771	0.96383
6802553	CCN1C(=NN=C(c2c1ccc(c2)Cl)c1ccccc1)c1ccc(cc1)Br	4542765	0.96377
36742962	Clc1ccc(c(c1)Cl)C1CC(=NC2=C1C(=O)OC2(C)C)O	4542763	0.96375
2597263	CCCCCCOC(=O)c1[nH]c2c(c1C)C(=O)CC(C2)c1ccco1	4542742	0.97000
2381360	COc1ccc(c(c1)OC)CN1CCN(CC1)Cc1cc(Br)ccc1OC	4542739	0.97000
2169860	COc1cc(CCNC(=S)Nc2cc(Cl)ccc2Cl)ccc1OC	4542738	0.97000
2166555	COc1cc(CCNC(=S)Nc2cccc(c2)Cl)ccc1OC	4542737	0.97000
32049831	c1cnc(cn1)c1scc(n1)c1cc2c(o1)cccc2	4542724	0.96257
25652733	O=C(Nc1ccc(cc1)c1nc2c(n1C(F)F)cccc2)CCc1ncc(o1)c1ccccc1	4542723	0.96257
14274419	Clc1ccc(cc1)Nn1ccc2c(c1=O)cnc1n2ncn1	4542719	0.96250
2597175	CCCCCOC(=O)c1[nH]c2c(c1C)C(=O)CC(C2)c1ccco1	4542709	0.97000
36555708	CN(Cc1ccccc1)Cc1onc(c1)C[C@@H]1C[C@@H](C1(C)C)NC1CCN(CC1)C	4542704	0.96221
32854771	Cc1ccc(cc1)c1n[nH]c(=O)c(n1)Cc1ccco1	4542703	0.96220
32804541	COc1ccc2c(c1)n1CC(C)(C(=O)NCC3CCCO3)N(C(=O)c1c2)C1CCCc2c1cccc2	4542700	0.96215
32797955	O=C(Nc1ccccc1)Nc1ccc(cc1)Nc1cc(NC2CCCCC2)nc(n1)C	4542691	0.96196
46538296	O=C(Nc1nn2c(=NC(=CC2c2ccccc2)c2ccc(cc2)Cl)[nH]1)/C=C/c1ccccc1	4542685	0.96173
46517260	O=C(Nc1nn2c(=NC(=CC2c2ccc(cc2)Cl)c2ccc(cc2)Cl)[nH]1)/C=C/c1ccccc1	4542684	0.96173
46495622	Clc1ccc(cc1)C1C=C(N=c2n1nc([nH]2)NC(=O)/C=C/c1ccc(cc1)Cl)c1ccc(cc1)Cl	4542683	0.96173
46494257	Clc1ccc(cc1)/C=C/C(=O)Nc1nn2c(=NC(=CC2c2ccc(cc2)Cl)c2ccccc2)[nH]1	4542682	0.96173
26530651	O=C(c1ccc(c(c1)Cl)Cl)/C=C/Nc1cc(ccc1O)[N+](=O)[O-]	4542682	0.93000
5463726	COc1ccccc1NC(=O)CSc1snc(n1)c1ccccc1Cl	4542681	0.97000
46490329	O=C(Nc1[nH]c2=NC(=CC(n2n1)c1ccccc1)c1ccccc1)/C=C/c1ccc(cc1)Cl	4542681	0.96173
25916591	O=C(c1ccc(c(c1)Cl)Cl)/C=C\Nc1cc(ccc1O)[N+](=O)[O-]	4542680	0.93000
17429128	CCOC(=O)C1=C(NC(=O)NC1c1ccc(cc1)F)CN(c1ccc(cc1)F)C	4542675	0.93000
43207108	CC(c1occ(n1)c1nccn1Cc1nc2c(s1)cccc2)C	4542670	0.96158
15972147	Cc1ccc(c(c1)NC(=O)c1noc2c1CC(CC2)C(C)(C)C)O	4542670	0.93000
5514711	CCC(c1ccccc1OCC(CNC1CCCC1)O)C	4542665	0.93000
22050608	N#CSC1(Cl)C(=O)c2ccccc2OC21CCCCC2	4542664	0.96146
24423679	Clc1ccc2c(c1)nccc2Nn1c(SCC(=O)c2ccccc2)nc2c(c1=O)cccc2	4542662	0.96143
2338530	[O-][N+](=O)c1ccc(cc1)n1ncc2c1CC(C)(C)c1c2[nH]c2c1cccc2	4542661	0.96140
1875721	CCOC(=O)c1cnc2c(c1Nc1cc(C)ccc1O)cccc2C(F)(F)F	4542658	0.93000
2923034	N#Cc1ccc(cc1)c1csc(n1)NP1(=O)C=C(OC(=C1)c1ccccc1)c1ccccc1	4542656	0.96132
4030953	CN1CCC(CC1)NC(=O)C(n1nc(c(c1C)Cl)C(F)(F)F)C	4542655	0.96131
46117454	Clc1cccc(c1)NC(=O)c1cc(cn1CC1CC1)c1cnc(nc1)c1cccnc1	4542643	0.96110
2884833	Cc1ccc(cc1)C(N1c2cc(ccc2N2C1CCC2)S(=O)(=O)N1CCOCC1)C	4542635	0.96092
22718701	Cc1nc(Nc2ccc(cc2)NC(=O)c2ccccc2C(F)(F)F)nc(c1)N1CCOCC1	4542631	0.97000
20655162	O=C(Nc1ccnn1C1CCN(CC1)C1CCCCCCC1)Nc1ccccc1Cl	4542629	0.97000
20579074	O=C(Nc1ccnn1C1CCN(CC1)C1CCCCC1)Nc1ccccc1Cl	4542628	0.97000
2575367	CCOc1ccc(cc1OC)C1C(=C(N)Oc2c1ccc(c2)O)C#N	4542627	0.97000
1479919	CCOc1cc(ccc1OCC)C1C(=C(N)Oc2c1ccc(c2)O)C#N	4542626	0.97000
1463132	N#Cc1c(N)n(c2c1nc1ccccc1n2)c1ccc(cc1)O	4542625	0.97000
20584904	O=C(Nc1ccnn1C1CCN(CC1)C1CCCC1)Nc1ccccc1Cl	4542615	0.97000
2903947	ClC(C(c1ccc(cc1)Br)OS(=O)(=O)c1ccccc1)Cl	4542607	0.96023
11902917	[O-][N+](=O)c1ncccc1Oc1nc(nc2c1cccc2)c1cscc1	4542606	0.96023
6744746	O=C1C=C(C[C@@H]([C@H]1n1cnc(c1)[N+](=O)[O-])c1ccccc1)c1cccs1	4542605	0.96022
5486965	O=C(CN1C(=O)c2c(S1(=O)=O)cccc2)NC(C(Cl)(Cl)Cl)Nc1cccc(c1)C(=O)C	4542598	0.96016
32797961	O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)Nc1cc(NC2CCCCC2)nc(n1)C	4542597	0.96014
4461941	c1ccc(cc1)CNCCC(c1ccco1)Cc1ccccc1	4542589	0.95990
45756318	CN(C1CC1)CCNC(=O)c1cc2CCCCc2cc1O	4542582	0.95982
46566854	O=C(/N=c/1\scc([nH]1)c1ccccn1)CCn1ccc2c1cccc2	4542580	0.95981
48244694	Cc1noc(c1)C(=O)NCC(c1ccccc1)(Cc1ccccc1)O	4542578	0.95977
692168	N#Cc1c2nc3ccccc3nc2n(c1N)c1ccccc1	4542576	0.97000
7853150	Clc1ccc(cc1)C1C(=Nc2c(N=C1NC(=O)c1cccs1)cccc2)C	4542575	0.95967
4476663	O=C1N(Cc2ccco2)C(SCc2ccccc2)NC2=C1C1(CCCCC1)Cc1c2cccc1	4542574	0.95959
43564462	N#Cc1ccc(c(c1)n1ccnc1c1cccc(c1F)F)O	4542572	0.95956
510158	CCCC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Cl	4542568	0.95935
3564529	Fc1ccc(cc1)c1nnn(n1)CC(=O)c1ccc2c(c1)CCC2	4542545	0.95885
8613514	CN(C1=NC2C(C1c1ccc(cc1)[N+](=O)[O-])N(C)c1c(N2)cccc1)C	4542533	0.95863
1333499	COc1ccc(cc1)c1nnc2n1C1(CCCC1)Cc1c2cc(OC)c(c1)OC	4542530	0.95855
43437060	Fc1ccc(c(c1)Cl)C1CC(=NC2=C1C(=O)OC2(C)C)O	4542528	0.95850
926779	BrC12CC3CC(C1)CC(C2)(C3)[Si](C)(C)C	4542527	0.95847
2381240	COc1ccc(cc1CN1CCN(CC1)Cc1ccc(cc1)C)Br	4542524	0.97000
1489722	Cc1cc(Nc2ccc(c(c2)C)C)n2c(n1)ncn2	4542517	0.94000
35730197	Fc1ccc(c(c1)CS(=O)(=O)Cc1c(C)noc1C)F	4542516	0.95829
4683440	OC(C(Cl)(Cl)Cl)c1ccc(cc1)OP(=O)(OC(C)C)OC(C)C	4542508	0.95813
43593520	Fc1cccc(c1)C1(CCOCC1)Cn1ccnc1c1cnc(nc1)N(C)C	4542501	0.95788
30391751	Clc1ccc(cc1)c1nn(c2c1C(CC(=N2)O)c1cccc(c1)O)c1nc(C)cc(n1)C	4542493	0.95775
2761990	CCN1C=C(c2ccc3c(n2)cccc3)C(c2c1cccc2)C[N+](=O)[O-]	4542489	0.95772
5772102	c1ccc(cc1)c1nnc(o1)c1csc(n1)c1cccnc1	4542486	0.95753
48564985	O=C(CC(c1ccc(cc1)Cl)Cn1cccc1)Nc1ccc2c(c1)cc[nH]2	4542484	0.95751
4115870	C=Cc1ccc(cc1)Cn1nc(c(c1c1ccccc1OC)Cl)c1ccccc1OC	4542475	0.95730
986293	Brc1cc(cc2c1OC1(C=C2)N(c2ccccc2)c2c(C1(C)C)cccc2)[N+](=O)[O-]	4542467	0.95711
44392797	Cc1cccc(c1)Cn1cnc2c(c1=O)cnn2C(C)(C)C	4542466	0.97000
2330665	N#Cc1c(N)n(c2c1nc1ccccc1n2)c1ccc2c(c1)cccc2	4542462	0.97000
45934997	COC(=O)/C(=C\c1cc(cc2c1c1ccc(cc1C2)C(C)(C)C)C(C)(C)C)/C(C)(C)C	4542462	0.95698
48566817	O=C(CC(c1ccc(cc1)Cl)Cn1cccc1)Nc1ccc2c(c1)[nH]cc2	4542455	0.95679
45553592	COc1cc(/C=C(/c2ncc(o2)c2ccccc2)\Cl)cc(c1O)Br	4542450	0.95671
32003639	Fc1cccc(c1)CC(n1nnnc1C)C(=O)N1CCC(CC1)c1nc2c(o1)cccc2	4542446	0.95657
43665857	CC(n1nc(c(c1C)S(=O)(=O)N1C(C)CSc2c1cccc2)C)C	4542438	0.95639
30164188	O=C(Nc1c(nn(c1N)C(C)(C)C)c1ccccc1)NCc1cccc(c1)C	4542421	0.95605
45496621	CN(C(=O)COC(=O)c1c2CC/C(=C\c3ccco3)/c2nc2c1cccc2)Cc1cccs1	4542417	0.95592
5806847	CSc1cc(nn1S(=O)(=O)c1ccc(cc1)C)c1ccc(cc1)F	4542412	0.95575
